ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Reference,InvoiceDate,DueDate,Total,InventoryItemCode,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme
Cardinia Shire Council,,,,,,,,,,JTW101405,,2025-02-12T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101406,,2025-02-12T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101406,,2025-02-12T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101407,,2025-02-12T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101407,,2025-02-12T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Blackburn English Language School,,,,,,,,,,JTW101408,,2025-02-12T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Blackburn English Language School,,,,,,,,,,JTW101408,,2025-02-12T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101409,,2025-02-12T00:00:00,,3271.17,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101409,,2025-02-12T00:00:00,,3271.17,EM750Z00IMB565,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 47-53mm Door, For Outdoor Use.",2.0,1016.47,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101409,,2025-02-12T00:00:00,,3271.17,COPLEG65IM,"SALTO COVER PLATES SUIT XS4 ONE Ex7xx HANDLE RANGE, 65mm, SS FINISH (PAIR)",2.0,55.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101409,,2025-02-12T00:00:00,,3271.17,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,2.0,115.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101409,,2025-02-12T00:00:00,,3271.17,PSPACEOPT0033,Bluenet option per door ,3.0,166.95,0,,GST,0,Job,,,,,
Alba Thermal Springs,,,,,,,,,,JTW101410,,2025-02-12T00:00:00,,1338.12,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Alba Thermal Springs,,,,,,,,,,JTW101410,,2025-02-12T00:00:00,,1338.12,EM750Z00IMB565,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 47-53mm Door, For Outdoor Use.",1.0,1016.47,0,,GST,0,Job,,,,,
Alba Thermal Springs,,,,,,,,,,JTW101410,,2025-02-12T00:00:00,,1338.12,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101411,,2025-02-12T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101411,,2025-02-12T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Windermere,,,,,,,,,,JTW101412,,2025-02-17T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Windermere,,,,,,,,,,JTW101412,,2025-02-17T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101413,,2025-02-18T00:00:00,,4193.75,SALTO-MAINT,SALTOBATTERY CHANGE AND MAINTENANCE CHECK,305.0,12.5,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,ONS1,STANDARD ONSITE CHARGE,1.0,110.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,EB750Z00IMB565,SALTO XS4 ONE BLE ESCUTCHEON w/- Z LEVER (35-53mm) - IM & BLACK IP55,15.0,1100.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,EB7P0Z00IMBB6,SALTO XS4 ONE key overide Escutcheon w/- Z Lever (40-45mm door) IM & Black,2.0,1265.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,WRDB0M4B,"SALTO XS4 2.0 Mullion Reader in Black, BLE DESFire/Mifare",9.0,605.143704,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,CS9001,"CS 5 Amp Power Supply, with AC Fail and Battery Low, in Metal Box: 265x195x175mm",1.0,218.893333,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,CSD-1200,12V 7.0Ah Sealed Lead Acid Battery,1.0,24.2,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,LB050A20,SALTO XS4 BLE LOCKER LOCK suit 10-20mm DOOR,36.0,540.1,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,INSTALL,INSTALLATION salto locker locks ,36.0,104.5,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,INSTALL,"INSTALLATION CABLE FOR SALTO HARD WIRED DOORS 
",1.0,4180.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,ESCINSTALL ,SALTO ESCUTCHEON INSTALL,20.0,88.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,BOS-DS936," 360 Degree Low  PIR Detector,",13.0,209.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,INSTALL,INSTALLATION CABLING FOR ALARM SYSTEM,1.0,3960.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,DS-2CD2355FWD-I-2.8,"HIKVISION, 6MP HD-IP Outdoor Turret camera, White, 2.8mm fixed lens, 30m IR, WDR, Day/Night (ICR), 1/2.9"" CMOS, H.265/H.265+, IP67, Tri-axis, 12V DC/PoE",9.0,253.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,HWK-WRN-16-6TB,"Hanwha Wisenet Wave Server, 16ch PoE NVR, 150Mbps, 6TB HDD, ",1.0,3520.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,HAN-WAVE-PRO-01,Hanwha Wisenet WAVE 1x IP Camera Licence,9.0,225.500741,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,PLA-FGSW2624HPS4,"Planet 24-Port PoE Managed Fast Ethernet Switch, 2x Combo TP/SFP Uplink, 802.at, 420W",1.0,935.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,CUC1B0GAU,"SALTO BLUEnet Door Controller, Grey Box",9.0,996.379259,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,INSTALL,INSTALLATION OF CABLE FOR CCTV SYSTEM ,1.0,2090.0,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,AJAX#30655,AJAX PIR ,8.0,159.5,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,AJAX#35528,AJAX#35528 ReX 2 EXTENDER ,1.0,355.013333,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,AJAX#30662,MultiTransmitter (White),1.0,281.6,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,AJAX#30671,AJAX StreetSiren (Black),1.0,262.893333,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,AJAX#30664,"Relay, Wireless low-current dry contact relay",2.0,93.5,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,AJAX#30645,KeyPad TOUCH SCREEN,1.0,579.706667,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,CARD- MINI,SALTO XS4 BLE MINI AUS.MORTICE w/Z LEVER (32-50MM)IM & BLACK,5.0,796.952,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,INSTALL,"SUPPLY AND INSTALL AKUVOX INTERCOM SYSTEM 

1 X FRONT DOOR STATION 

8 X INTERNAL AUDIO DOOR STATIONS 

8 X TOUCH SCREEN INTERNAL ROOM STATION S

1 X DATA RACK 

1 X POE SWITCH ",1.0,15493.493333,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,LB050A20,SALTO XS4 BLE LOCKER LOCK suit 10-20mm DOOR,20.0,515.405,0,,GST,0,Job,,,,,
Melbcon Pty Ltd ,,,,,,,,,,JTW101414,,2025-02-18T00:00:00,,87496.42,HASTRIKE,HAFELE STRIKE PLATE NP 239.41.013,20.0,0.99,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101415,,2025-02-19T00:00:00,,990.0,CFAD207BEST10,"SALTO Keyfobs, DESfire 2K in Blue Frame and suit SPACE Platform. Pack of 10 units.",10.0,90.0,0,,GST,0,Job,,,,,
Swiss Club of Victoria,,,,,,,,,,JTW101416,,2025-02-19T00:00:00,,330.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Swiss Club of Victoria,,,,,,,,,,JTW101416,,2025-02-19T00:00:00,,330.0,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101417,,2025-02-19T00:00:00,,451.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101417,,2025-02-19T00:00:00,,451.0,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101417,,2025-02-19T00:00:00,,451.0,HF-2012J,"Honeywell Fire Smoke Detector, 12/24VDC, 4 Wire",1.0,110.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101418,,2025-02-19T00:00:00,,330.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101418,,2025-02-19T00:00:00,,330.0,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0,Job,,,,,
Aquinas College,,,,,,,,,,JTW101419,,2025-02-19T00:00:00,,2004.62,NMA1100N00CSBNR,"SALTO NEO, Australian Oval 570 Cylinder, Mifare, BLE + HSE, Satin Chrome, Black Reader, (IP66)",2.0,811.19,0,,GST,0,Job,,,,,
Aquinas College,,,,,,,,,,JTW101419,,2025-02-19T00:00:00,,2004.62,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Aquinas College,,,,,,,,,,JTW101419,,2025-02-19T00:00:00,,2004.62,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101420,,2025-02-19T00:00:00,,1559.51,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101420,,2025-02-19T00:00:00,,1559.51,LAB1,1 HOURS LABOUR,3.0,100.0,0,,GST,0,Job,,,,,
Saints College,,,,,,,,,,JTW101420,,2025-02-19T00:00:00,,1559.51,EM750Z00IMBB65,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 42-47mm Door, ",1.0,1017.74,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101421,,2025-02-19T00:00:00,,302.5,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101421,,2025-02-19T00:00:00,,302.5,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101421,,2025-02-19T00:00:00,,302.5,MISC,SALTO INTERNAL PLATE ,1.0,75.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101422,,2025-02-23T00:00:00,,704.0,CARD - POLE CAM,SECURITY CAMERAS ,4.0,80.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101422,,2025-02-23T00:00:00,,704.0,CARD - POLE CAM,SECURITY CAMERAS ,4.0,80.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101423,,2025-02-23T00:00:00,,547.8,MISC,Pro Master Key Manager 12 months Maintenace ,1.0,498.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101424,,2025-02-23T00:00:00,,457.6,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101424,,2025-02-23T00:00:00,,457.6,04145000,ADI SHACKLE PROTECTOR X591-N,1.0,48.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101424,,2025-02-23T00:00:00,,457.6,CARD - SWBL83/45QAKSC,CARD - SWBL83/45QAKSC PADLOCK ,1.0,168.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101424,,2025-02-23T00:00:00,,457.6,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101425,,2025-02-23T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101425,,2025-02-23T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Buxton,,,,,,,,,,JTW101426,,2025-02-24T00:00:00,,183.7,POST,POSTAGE,1.0,12.0,0,,GST,0,Job,,,,,
Buxton,,,,,,,,,,JTW101426,,2025-02-24T00:00:00,,183.7,IR-994618,"IR SIFER-P Fob, DESFire, EV2, 4k, Default S-Code 1001",10.0,15.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,HAN-WAVE-PRO-01,Hanwha Wisenet WAVE 1x IP Camera Licence,11.0,215.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,DH-IPC-HDW3666EMP-S-AUS-BLK,DH-IPC-HDW3666EMP-S-AUS-BLK Dahua 6MP Turret Fixed Camera,11.0,184.5,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,TL-SG1218MP,TP-Link 16-Port PoE Gigabit Easy Smart Switch with 2 port uplink,1.0,437.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,FITTINGS,CONNECTORS/CABLE/CONDUIT,1.0,500.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,INSTALL,INSTALLATION ,1.0,2500.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,DH-LR1002-1ET/1EC,IP Over Coaxial with Power Up to 80M,11.0,215.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101427,,2025-02-25T00:00:00,,15066.15,HAN-WRN-2010S,"Hanwha 16ch PoE NVR Ubuntu Server, 8x PoE, 200Mbps,",1.0,3500.0,0,,GST,0,Job,,,,,
Alarm Assets Group,,,,,,,,,,JTW101428,,2025-02-28T00:00:00,,275.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Alarm Assets Group,,,,,,,,,,JTW101428,,2025-02-28T00:00:00,,275.0,JTWTRAVEL,PER KILOMETER out side of service area ,50.0,1.0,0,,GST,0,Job,,,,,
Alarm Assets Group,,,,,,,,,,JTW101428,,2025-02-28T00:00:00,,275.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
MBE POINT COOK,,,,,,,,,,JTW101429,,2025-03-01T00:00:00,,45.1,P2GSM,GSM ALARM MONITORING,1.0,45.1,0,,GST,0,Job,,,,,
New Plumbing Solutions ,,,,,,,,,,JTW101430,,2025-03-01T00:00:00,,96.01,P2GSMDOM,GSM ALARM MONITORING NEW PLUMBLING SOLUTIONS - NORTHCOTE - MPATH-TM029683 MP-C-S-12HMULTIPATH COMMERCIAL SINGLE SIM P02 Since 18/03/2019,2.0,43.64,0,,GST,0,Job,,,,,
Ausgroup Alliance,,,,,,,,,,JTW101431,,2025-03-01T00:00:00,,49.5,P2GSMDOM,GSM ALARM MONITORING AUS GROUP ALLIANCE - KEYSBOROUGH MPATH-TM020005 MP-C-S-12H MULTIPATH COMMERCIAL SINGLE SIM P02 Since 26/09/2017,1.0,45.0,0,,GST,0,Job,,,,,
DINEAMIC,,,,,,,,,,JTW101432,,2025-03-01T00:00:00,,45.65,P2GSM,GSM ALARM MONITORING,1.0,41.5,0,,GST,0,Job,,,,,
Marcel Harvey,,,,,,,,,,JTW101433,,2025-03-01T00:00:00,,37.62,P2GSM,GSM ALARM MONITORING TEMPLESTOWE PA-R-20M PARADOX RESIDENTIAL  Since15/12/2016,1.0,34.2,0,,GST,0,Job,,,,,
Locksmith Services ,,,,,,,,,,JTW101434,,2025-03-01T00:00:00,,55.0,P2GSMDOM,GSM ALARM MONITORING  ELITE WAY  Since 05/04/2019,1.0,50.0,0,,GST,0,Job,,,,,
Amit ,,,,,,,,,,JTW101435,,2025-03-01T00:00:00,,33.0,JTWSKY,SKYCOMMAND NOTIFICATIONS MONTHLY,3.0,11.0,0,,GST,0,Job,,,,,
Texco Contracting Pty Ltd ,,,,,,,,,,JTW101436,,2025-03-01T00:00:00,,33.0,JTWSKY,SKYCOMMAND NOTIFICATIONS MONTLY,3.0,11.0,0,,GST,0,Job,,,,,
Ultra Fine Foods Victoria Office,,,,,,,,,,JTW101437,,2025-03-01T00:00:00,,48.0,P2GSMDOM,GSM ALARM MONITORING,1.0,48.0,0,,GST,0,Job,,,,,
Alba Thermal Springs,,,,,,,,,,JTW101439,,2025-03-02T00:00:00,,1338.12,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Alba Thermal Springs,,,,,,,,,,JTW101439,,2025-03-02T00:00:00,,1338.12,EM750Z00IMB565,"SALTO XS4 ONE Escutcheon with Z Handles, HSE, BLE and Mifare DESfire, 7.6mm Spindle, Stainless Steel Finish with Black Reader suit 47-53mm Door, For Outdoor Use.",1.0,1016.47,0,,GST,0,Job,,,,,
Alba Thermal Springs,,,,,,,,,,JTW101439,,2025-03-02T00:00:00,,1338.12,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101440,,2025-03-02T00:00:00,,330.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101440,,2025-03-02T00:00:00,,330.0,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0,Job,,,,,
Eclat,,,,,,,,,,JTW101441,,2025-03-02T00:00:00,,696.3,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Eclat,,,,,,,,,,JTW101441,,2025-03-02T00:00:00,,696.3,IQ21W300KS,"SALTO KS IQ, BLUEnet, White, Ethernet & PoE",1.0,413.0,0,,GST,0,Job,,,,,
Eclat,,,,,,,,,,JTW101441,,2025-03-02T00:00:00,,696.3,INSTALL,INSTALLATION ,1.0,120.0,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101442,,2025-03-02T00:00:00,,338.8,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101442,,2025-03-02T00:00:00,,338.8,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Monterey Secondary College,,,,,,,,,,JTW101442,,2025-03-02T00:00:00,,338.8,DKMS2602SSS,DORMAKABA PRIMARY MORTICE LOCK (MS2600 SERIES),1.0,108.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101443,,2025-03-02T00:00:00,,405.9,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101443,,2025-03-02T00:00:00,,405.9,CSD-1200,12V 7.0Ah Sealed Lead Acid Battery,1.0,39.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101443,,2025-03-02T00:00:00,,405.9,CR123A,CR123A BATTERY ,3.0,10.0,0,,GST,0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW101443,,2025-03-02T00:00:00,,405.9,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101444,,2025-03-02T00:00:00,,940.5,DH-PFS4218-16ET-190,16Port POE Switch,1.0,385.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101444,,2025-03-02T00:00:00,,940.5,DH-PFS4226-24ET-240,Dahua 24Port managed POE Switch,1.0,470.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101445,,2025-03-02T00:00:00,,2333.1,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101445,,2025-03-02T00:00:00,,2333.1,DHI-VTO2202F-P,DHI-VTO2202F-P Dahua IP Villa Outdoor Station,1.0,330.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101445,,2025-03-02T00:00:00,,2333.1,NEPAWNCSFEG,"Press to Exit,ANSI,IP65,NO/NC/C,1.7mm SS,Flat EXIT,Grn",1.0,65.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101445,,2025-03-02T00:00:00,,2333.1,INSTALL,INSTALLATION ,1.0,1200.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101445,,2025-03-02T00:00:00,,2333.1,MISC,Aluminium mounting pole,2.0,88.0,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101445,,2025-03-02T00:00:00,,2333.1,FITTINGS,CONNECTORS/CABLE/CONDUIT,1.0,250.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101446,,2025-03-02T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101446,,2025-03-02T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
Kilvington Grammar School,,,,,,,,,,JTW101447,,2025-03-02T00:00:00,,463.1,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0,Job,,,,,
Kilvington Grammar School,,,,,,,,,,JTW101447,,2025-03-02T00:00:00,,463.1,IR-998530LT4G,Multipath T4000 Lite 4G,1.0,221.0,0,,GST,0,Job,,,,,
Kilvington Grammar School,,,,,,,,,,JTW101447,,2025-03-02T00:00:00,,463.1,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0,Job,,,,,
UDLM Group,,,,,,,,,,JTW101448,,2025-03-03T00:00:00,,32.45,CARD - RCUT 5202,CARD - RCUT BI-LOCK,1.0,29.5,0,,GST,0,Job,,,,,
Minaret College,,,,,,,,,,JTW101449,,2025-03-05T00:00:00,,5090.8,DSS8PRV,DAHUA DHI-DSSPro8-Video-Channel-License,26.0,178.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,CUC1B0GAU,"SALTO BLUEnet Door Controller, Grey Box",8.0,605.8,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,WRDB0E4B,SALTO XS4 2.0 WRD BLE DESfire / MIFARE READER BLK,8.0,500.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,CS9001,"CS 5 Amp Power Supply, with AC Fail and Battery Low, in Metal Box: 265x195x175mm",1.0,199.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,CSD-1200,12V 7.0Ah Sealed Lead Acid Battery,1.0,39.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,INSTALL,INSTALLATION SALTO,1.0,1600.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,IK-INC5,"Inception Controller Kit 5, Med Enclosure, Battery, T4000 Lite, Keypad, Expander Module",1.0,2750.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,INSTALL,INSTALLATION ALARM,1.0,1750.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14, IR-995025,IR - Paradox RF Transceiver - 32-Zone / up to 2500 Fobs - RS485 LAN Module,1.0,733.0,0,,GST,0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW101450,,2025-03-05T00:00:00,,17839.14,PDX-REM101,Emergency PANIC Pendant,6.0,50.0,0,,GST,0,Job,,,,,
