ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Invoice Date,Due Date,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Status,LineAmountType
Barraclough & Associates,,,,,,,,,,00000028,31/05/2023,20/06/2023,833.75,,.,1,833.75,833.75,287,BAS Excluded,0.0,,,,,,Draft,
Te Rapa Tyre Centre,,,,,,,,,,00001019,06/06/2025,20/07/2025,845.0,,.,1,845.0,845.0,410,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000799,31/03/2025,20/04/2025,852.61,,.,1,852.61,852.61,287,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000303,29/02/2024,20/03/2024,858.02,,.,1,858.02,858.02,313,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000308,05/03/2024,20/04/2024,859.63,,.,1,859.63,859.63,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000335,05/04/2024,20/05/2024,860.2,,.,1,860.2,860.2,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001424,29/01/2026,20/02/2026,860.25,,.,1,860.25,860.25,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001424,29/01/2026,20/02/2026,860.25,,.,1,0.0,0.0,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001282,27/11/2025,20/12/2025,862.21,,.,1,862.21,862.21,211,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000891,12/12/2024,20/01/2025,865.95,,.,1,865.95,865.95,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001397,30/01/2026,20/02/2026,866.43,,.,1,866.43,866.43,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001236,23/10/2025,20/11/2025,875.05,,.,1,875.05,875.05,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000871,24/03/2025,20/04/2025,877.68,,.,1,877.68,877.68,211,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000154,31/10/2023,20/11/2023,883.84,,.,1,883.84,883.84,313,BAS Excluded,0.0,,,,,,Draft,
Success Group,,,,,,,,,,00001263,08/10/2025,20/11/2025,897.34,,.,1,897.34,897.34,317,BAS Excluded,0.0,,,,,,Draft,
Mahana Graphics,,,,,,,,,,00000938,30/04/2025,20/05/2025,908.5,,.,1,908.5,908.5,450,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000979,30/04/2025,20/05/2025,914.25,,.,1,914.25,914.25,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001427,05/01/2026,20/02/2026,914.3,,.,1,914.3,914.3,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000462,05/07/2024,20/08/2024,922.58,,.,1,922.58,922.58,210,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000862,09/04/2025,20/05/2025,925.55,,.,1,925.55,925.55,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001130,13/08/2025,20/09/2025,927.57,,.,1,927.57,927.57,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001172,01/09/2025,20/10/2025,927.62,,.,1,927.62,927.62,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001297,19/11/2025,20/12/2025,927.68,,.,1,927.68,927.68,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001367,05/12/2025,20/01/2026,927.68,,.,1,927.68,927.68,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001466,05/02/2026,20/03/2026,927.75,,.,1,927.75,927.75,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001005,26/06/2025,20/07/2025,936.1,,.,1,936.1,936.1,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000953,30/05/2025,20/06/2025,944.45,,.,1,944.45,944.45,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000444,10/07/2024,20/08/2024,946.29,,.,1,946.29,946.29,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000850,22/04/2025,20/05/2025,948.55,,.,1,948.55,948.55,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000728,31/01/2025,20/02/2025,950.13,,.,1,950.13,950.13,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000966,21/05/2025,20/06/2025,967.61,,.,1,967.61,967.61,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000254,30/01/2024,20/02/2024,973.73,,.,1,973.73,973.73,211,BAS Excluded,0.0,,,,,,Draft,
Millenium Technology,,,,,,,,,,00000018,31/05/2023,20/06/2023,977.44,,computer support,1,977.44,977.44,313,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000051,15/05/2023,20/06/2023,979.04,,.,1,979.04,979.04,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001269,14/10/2025,20/11/2025,980.81,,.,1,980.81,980.81,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000488,28/08/2024,20/09/2024,985.73,,.,1,985.73,985.73,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000015,24/05/2023,20/06/2023,989.58,,.,1,989.58,989.58,211,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000374,24/04/2024,20/05/2024,994.35,,.,1,994.35,994.35,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000485,19/08/2024,20/09/2024,995.6,,.,1,995.6,995.6,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000158,10/10/2023,30/11/2023,998.78,,.,1,998.78,998.78,211,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00001504,30/01/2026,20/02/2026,1000.5,,.,1,1000.5,1000.5,458,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000165,17/10/2023,30/11/2023,1004.64,,.,1,1004.64,1004.64,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000965,15/05/2025,20/06/2025,1008.32,,.,1,1008.32,1008.32,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000863,09/04/2025,20/05/2025,1008.78,,.,1,1008.78,1008.78,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000631,06/11/2024,20/12/2024,1009.06,,.,1,1009.06,1009.06,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000627,26/11/2024,20/12/2024,1009.06,,.,1,1009.06,1009.06,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000096,03/08/2023,20/09/2023,1009.3,,.,1,1009.3,1009.3,211,BAS Excluded,0.0,,,,,,Draft,
Greene Brothers Ltd,,,,,,,,,,00000489,27/08/2024,20/09/2024,1014.51,,.,1,882.18,882.18,450,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000962,02/05/2025,20/06/2025,1015.98,,.,1,1015.98,1015.98,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001174,12/09/2025,20/10/2025,1019.35,,.,1,1019.35,1019.35,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000835,04/03/2025,20/04/2025,1019.87,,.,1,1019.87,1019.87,211,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000481,09/08/2024,20/09/2024,1051.57,,.,1,1051.57,1051.57,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000976,16/05/2025,20/06/2025,1058.23,,.,1,1058.23,1058.23,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000726,29/01/2025,20/02/2025,1059.61,,.,1,1059.61,1059.61,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000567,17/10/2024,20/11/2024,1061.75,,.,1,1061.75,1061.75,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001294,26/11/2025,20/12/2025,1064.81,,.,1,1064.81,1064.81,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000563,31/10/2024,20/11/2024,1070.19,,.,1,1070.19,1070.19,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000972,13/05/2025,20/06/2025,1072.61,,.,1,1072.61,1072.61,211,BAS Excluded,0.0,,,,,,Draft,
Mahana Graphics,,,,,,,,,,00000513,30/09/2024,20/10/2024,1075.25,,.,1,1075.25,1075.25,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001115,01/08/2025,20/09/2025,1122.63,,.,1,1122.63,1122.63,211,BAS Excluded,0.0,,,,,,Draft,
CI Safety & Apparel,,,,,,,,,,00001040,29/07/2025,20/08/2025,1131.42,,.,1,1131.42,1131.42,459,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00001068,30/06/2025,20/07/2025,1144.25,,.,1,1144.25,1144.25,287,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000412,20/06/2024,20/07/2024,1148.62,,.,1,1148.62,1148.62,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000632,29/11/2024,20/12/2024,1148.9,,.,1,1148.9,1148.9,211,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000897,17/02/2025,20/03/2025,1153.04,,.,1,1012.16,1012.16,459,BAS Excluded,0.0,,,,,,Draft,
Corys Electrical Ltd,,,,,,,,,,00000897,17/02/2025,20/03/2025,1153.04,,.,1,140.88,140.88,430,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000560,22/10/2024,20/11/2024,1169.26,,.,1,1169.26,1169.26,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000498,08/08/2024,20/09/2024,1175.94,,.,1,1175.94,1175.94,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001330,17/11/2025,20/12/2025,1178.46,,.,1,1178.46,1178.46,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000999,10/06/2025,20/07/2025,1183.06,,.,1,1183.06,1183.06,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001110,14/08/2025,20/09/2025,1192.03,,.,1,1192.03,1192.03,200,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000061,25/07/2023,20/08/2023,1196.0,,.,1,1196.0,1196.0,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000124,27/09/2023,20/10/2023,1196.0,,.,1,1196.0,1196.0,210,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000266,27/02/2024,20/03/2024,1196.0,,.,1,1196.0,1196.0,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001231,03/10/2025,20/11/2025,1200.27,,.,1,1200.27,1200.27,211,BAS Excluded,0.0,,,,,,Draft,
Steel &Tube,,,,,,,,,,00000336,29/04/2024,20/05/2024,1215.09,,.,1,1215.09,1215.09,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001085,07/07/2025,20/08/2025,1216.01,,.,1,1216.01,1216.01,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001251,22/10/2025,20/11/2025,1217.57,,.,1,1217.57,1217.57,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000763,20/02/2025,20/03/2025,1218.77,,.,1,1218.77,1218.77,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000855,10/04/2025,20/05/2025,1226.65,,.,1,1226.65,1226.65,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000299,29/02/2024,20/03/2024,1229.64,,.,1,1229.64,1229.64,410,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000069,13/07/2023,20/08/2023,1230.5,,.,1,1230.5,1230.5,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000730,31/01/2025,20/02/2025,1236.08,,.,1,1236.08,1236.08,410,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000224,31/12/2023,20/01/2024,1238.33,,.,1,1238.33,1238.33,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001238,03/10/2025,20/11/2025,1244.32,,.,1,1244.32,1244.32,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001004,25/06/2025,20/07/2025,1249.45,,.,1,1249.45,1249.45,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001384,31/01/2026,20/02/2026,1265.26,,.,1,1265.26,1265.26,410,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000267,27/02/2024,20/03/2024,1279.38,,.,1,1279.38,1279.38,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000798,28/02/2025,20/03/2025,1285.84,,.,1,1285.84,1285.84,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001237,29/10/2025,20/11/2025,1287.51,,.,1,1287.51,1287.51,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000047,21/06/2023,20/07/2023,1293.06,,.,1,1293.06,1293.06,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000680,31/12/2024,20/01/2025,1304.11,,.,1,1304.11,1304.11,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000615,12/11/2024,20/12/2024,1309.74,,.,1,1309.74,1309.74,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000826,18/03/2025,20/04/2025,1314.31,,.,1,1314.31,1314.31,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001006,26/06/2025,20/07/2025,1314.59,,.,1,1314.59,1314.59,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000121,29/09/2023,20/10/2023,1321.19,,.,1,1321.19,1321.19,211,BAS Excluded,0.0,,,,,,Draft,
Spark Business,,,,,,,,,,00001063,31/07/2025,20/08/2025,1321.19,,.,1,1321.19,1321.19,464,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000978,27/05/2025,20/06/2025,1329.12,,.,1,1329.12,1329.12,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000602,02/10/2024,20/11/2024,1336.3,,.,1,1336.3,1336.3,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000786,10/02/2025,20/03/2025,1336.3,,.,1,1336.3,1336.3,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001383,12/01/2026,20/02/2026,1336.3,,.,1,1336.3,1336.3,211,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000013,05/05/2023,05/05/2023,1345.0,,.,1,1345.0,1345.0,288,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000068,17/07/2023,20/08/2023,1348.26,,.,1,1348.26,1348.26,210,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000040,23/06/2023,20/07/2023,1353.55,,.,1,1353.55,1353.55,210,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000831,26/03/2025,20/04/2025,1357.17,,.,1,1357.17,1357.17,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000071,13/07/2023,20/08/2023,1362.09,,.,1,1362.09,1362.09,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001179,08/09/2025,20/10/2025,1363.75,,.,1,1363.75,1363.75,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000128,04/09/2023,20/10/2023,1368.5,,.,1,1368.5,1368.5,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001108,18/08/2025,20/09/2025,1373.84,,.,1,1373.84,1373.84,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000419,30/06/2024,20/07/2024,1383.0,,.,1,1383.0,1383.0,410,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000064,23/07/2023,20/08/2023,1388.63,,.,1,1388.63,1388.63,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000828,31/03/2025,20/04/2025,1400.93,,.,1,1400.93,1400.93,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000095,23/08/2023,20/09/2023,1410.59,,.,1,1410.59,1410.59,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001341,01/12/2025,20/01/2026,1411.07,,.,1,1411.07,1411.07,376,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000686,10/12/2024,20/01/2025,1413.94,,.,1,1413.94,1413.94,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000169,12/10/2023,30/11/2023,1436.93,,.,1,1436.93,1436.93,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000712,30/01/2025,20/02/2025,1437.97,,.,1,1437.97,1437.97,376,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000645,30/11/2024,20/12/2024,1445.63,,.,1,1445.63,1445.63,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000052,19/05/2023,20/06/2023,1463.01,,.,1,1463.01,1463.01,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000045,30/06/2023,20/07/2023,1464.51,,.,1,1464.51,1464.51,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000917,30/04/2025,20/05/2025,1464.85,,.,1,1464.85,1464.85,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00001435,01/11/2025,20/12/2025,1470.54,,.,1,1470.54,1470.54,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001194,05/09/2025,20/10/2025,1472.29,,.,1,1472.29,1472.29,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001098,31/07/2025,20/08/2025,1474.48,,.,1,1474.48,1474.48,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001423,14/01/2026,20/02/2026,1478.69,,.,1,1478.69,1478.69,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000362,31/05/2024,20/06/2024,1485.52,,.,1,1485.52,1485.52,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000963,14/05/2025,20/06/2025,1491.3,,.,1,1491.3,1491.3,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000200,24/11/2023,30/12/2023,1495.0,,.,1,1495.0,1495.0,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000818,27/03/2025,20/04/2025,1497.02,,.,1,1497.02,1497.02,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000842,27/03/2025,20/04/2025,1499.2,,.,1,1499.2,1499.2,211,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000417,27/06/2024,20/07/2024,1504.0,,.,1,1504.0,1504.0,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000869,14/11/2024,20/12/2024,1524.09,,.,1,1524.09,1524.09,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000630,12/11/2024,20/12/2024,1524.34,,.,1,1524.34,1524.34,211,BAS Excluded,0.0,,,,,,Draft,
Accessman Waikato,,,,,,,,,,00000673,18/12/2024,20/01/2025,1530.36,,.,1,1530.36,1530.36,210,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001259,31/10/2025,20/11/2025,1537.77,,.,1,1537.77,1537.77,410,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001250,12/10/2025,20/11/2025,1549.64,,.,1,1549.64,1549.64,246,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000144,30/09/2023,20/10/2023,1554.71,,.,1,1554.71,1554.71,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001045,22/07/2025,20/08/2025,1564.29,,.,1,1564.29,1564.29,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001095,16/06/2025,20/07/2025,1565.27,,.,1,1565.27,1565.27,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000919,30/04/2025,20/05/2025,1569.01,,.,1,1569.01,1569.01,410,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001059,02/07/2025,20/08/2025,1576.77,,.,1,1576.77,1576.77,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001213,19/09/2025,20/10/2025,1581.42,,.,1,1581.42,1581.42,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000246,31/01/2024,20/02/2024,1590.79,,.,1,1590.79,1590.79,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000536,17/09/2024,20/10/2024,1603.42,,.,1,1603.42,1603.42,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000559,21/10/2024,20/11/2024,1611.84,,.,1,1611.84,1611.84,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001100,01/08/2025,20/09/2025,1619.19,,.,1,1619.19,1619.19,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000945,31/05/2025,20/06/2025,1620.17,,.,1,1620.17,1620.17,410,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001188,30/09/2025,20/10/2025,1627.3,,.,1,1627.3,1627.3,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000405,14/06/2024,20/07/2024,1644.5,,.,1,1644.5,1644.5,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001333,12/12/2025,20/01/2026,1648.41,,.,1,1648.41,1648.41,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001011,30/06/2025,20/07/2025,1653.95,,.,1,1653.95,1653.95,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000443,10/07/2024,20/08/2024,1666.86,,.,1,1666.86,1666.86,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001113,26/08/2025,20/09/2025,1670.38,,.,1,1670.38,1670.38,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000575,24/10/2024,20/11/2024,1681.25,,.,1,1681.25,1681.25,376,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000458,08/07/2024,20/08/2024,1722.93,,.,1,1722.93,1722.93,211,BAS Excluded,0.0,,,,,,Draft,
Pickett Automotive,,,,,,,,,,00001185,19/09/2025,20/10/2025,1723.63,,.,1,1723.63,1723.63,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000977,20/05/2025,20/06/2025,1729.34,,.,1,1729.34,1729.34,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001044,09/07/2025,20/08/2025,1734.21,,.,1,1734.21,1734.21,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001337,31/12/2025,20/01/2026,1734.21,,.,1,1734.21,1734.21,410,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000451,04/07/2024,20/08/2024,1742.89,,.,1,1742.89,1742.89,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000164,16/10/2023,30/11/2023,1759.5,,.,1,1759.5,1759.5,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000608,31/10/2024,20/11/2024,1765.22,,.,1,1765.22,1765.22,410,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001199,24/09/2025,20/10/2025,1775.32,,.,1,1775.32,1775.32,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001034,25/06/2025,20/07/2025,1779.05,,.,1,1779.05,1779.05,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000407,19/06/2024,20/07/2024,1790.21,,.,1,1790.21,1790.21,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000268,27/02/2024,20/03/2024,1794.0,,.,1,1794.0,1794.0,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001106,31/08/2025,20/09/2025,1801.94,,.,1,1801.94,1801.94,410,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000823,31/03/2025,20/04/2025,1806.87,,.,1,1806.87,1806.87,410,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000528,30/09/2024,20/10/2024,1816.6,,.,1,1816.6,1816.6,410,BAS Excluded,0.0,,,,,,Draft,
