ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Reference,InvoiceDate,DueDate,Total,InventoryItemCode,Description,Quantity,UnitAmount,Discount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100149,,2024-01-11T00:00:00,,1605.6,MISC,dummy 570 cylinder ,1.0,15.0,0,,GST,0.0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100149,,2024-01-11T00:00:00,,1605.6,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,126.5,0,,GST,0.0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100149,,2024-01-11T00:00:00,,1605.6,LAB1,1 HOURS LABOUR,8.0,99.0,0,,GST,0.0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100150,,2024-01-11T00:00:00,,3938.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100150,,2024-01-11T00:00:00,,3938.0,LAB1,1 HOURS LABOUR,22.0,100.0,0,,GST,0.0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100150,,2024-01-11T00:00:00,,3938.0,CARD-6MPTURRET,6MP TURRET CAMERA ,5.0,256.0,0,,GST,0.0,Job,,,,,
Luther College,,,,,,,,,,JTW100133,,2024-01-07T00:00:00,,2838.44,ONS1,STANDARD ONSITE CHARGE,1.0,99.0,0,,GST,0.0,Job,,,,,
Luther College,,,,,,,,,,JTW100133,,2024-01-07T00:00:00,,2838.44,PDX-DG65,Digigard Quad Element Digital Motion Detector,46.0,36.3,0,,GST,0.0,Job,,,,,
Luther College,,,,,,,,,,JTW100133,,2024-01-07T00:00:00,,2838.44,PDX-SB469,"Paradox Swivel Mount Bracket to suit 476, DG65, DG75, PMD2P , 525DM & NV75 Detectors",46.0,10.34,0,,GST,0.0,Job,,,,,
Luther College,,,,,,,,,,JTW100133,,2024-01-07T00:00:00,,2838.44,LAB1,1 HOURS LABOUR,6.0,99.0,0,,GST,0.0,Job,,,,,
Palliative Care South East Ltd.,,,,,,,,,,JTW100134,,2024-01-07T00:00:00,,241.07,PCM01KB50,SALTO ISO MIFARE CARD 1K WHT Pkt=50,1.0,241.07,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100139,,2024-01-09T00:00:00,,1826.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100139,,2024-01-09T00:00:00,,1826.0,ESCINSTALL ,SALTO ESCUTCHEON INSTALL ALUMINIUM FRESH FIT ,13.0,120.0,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,BOSBM30SSS,KABA LOCK SBM30 SC,1.0,130.0,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,EB750Z00IMB565,SALTO XS4 ONE BLE ESCUTCHEON w/- Z LEVER (35-53mm) - IM & BLACK IP55,1.0,841.16,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,VOUCHKSL,SALTO KS System Subscription Voucher 51-150 Users 25 IQ's,1.0,523.92,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,LAB1,1 HOURS LABOUR,4.0,100.0,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,PFD04KGKS5,SALTO KS Tags Green Pkt = 5,6.0,98.1,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,SALEX4BP,SALTO BLOCKER PLATE suit EX45 ,1.0,39.0,0,,GST,0.0,Job,,,,,
Crossfit Knoxfield,,,,,,,,,,JTW100141,,2024-01-15T00:00:00,,3279.91,IQ21W3KS,KS IQ 2.0: Ethernet + PoE. ID Technology: BLUEnet locks. White cover.,1.0,359.06,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100142,,2024-01-09T00:00:00,,220.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100142,,2024-01-09T00:00:00,,220.0,LAB1,1 HOURS LABOUR,1.0,100.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100143,,2024-01-09T00:00:00,,2579.5,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100143,,2024-01-09T00:00:00,,2579.5,HK-INT-GEN2-KIT8,"Hikvision 2nd Gen IP Intercom Kit, 1 to 1 Villa, Door & Room Station with Surface Mount",1.0,725.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100143,,2024-01-09T00:00:00,,2579.5,UB-LOCOM2,"Ubiquiti AirMax NanoStation Loco M2, 2.4GHz High Capacity MIMO PtP Bridge / AP, 8dBI",2.0,135.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100143,,2024-01-09T00:00:00,,2579.5,INSTALL,INSTALLATION ,1.0,1250.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100144,,2024-01-09T00:00:00,,1614.36,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100144,,2024-01-09T00:00:00,,1614.36,EM450Z00IMBB6,SALTO XS4 Original+ Escutcheon Mifare BLE 40mm Narrow Body Z Handle Satin Stainless Steel Black Reader 42-47mm Door 7.6mm Spindle,1.0,909.65,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100144,,2024-01-09T00:00:00,,1614.36,RFNODE3,SALTO WIRELESS RF NODE suit BLE GATEWAYS,1.0,155.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100144,,2024-01-09T00:00:00,,1614.36,ESCINSTALL ,SALTO ESCUTCHEON INSTALL,1.0,88.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100144,,2024-01-09T00:00:00,,1614.36,PSPACEOPT0033,Bluenet option per door ,1.0,166.95,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100144,,2024-01-09T00:00:00,,1614.36,AHNODE,NODE INSTALL ,1.0,48.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100145,,2024-01-11T00:00:00,,231.0,CONS,CARDINIA ONSITE CHARGE,1.0,210.0,0,,GST,0.0,Job,,,,,
Ultra Fine Foods Victoria Office,,,,,,,,,,JTW100165,,2024-01-22T00:00:00,,330.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Ultra Fine Foods Victoria Office,,,,,,,,,,JTW100165,,2024-01-22T00:00:00,,330.0,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0.0,Job,,,,,
GENWEST ,,,,,,,,,,JTW100166,,2024-01-22T00:00:00,,249.15,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
GENWEST ,,,,,,,,,,JTW100166,,2024-01-22T00:00:00,,249.15,AAA ,AAA Battery,6.0,2.5,0,,GST,0.0,Job,,,,,
GENWEST ,,,,,,,,,,JTW100166,,2024-01-22T00:00:00,,249.15,EPS100,SALTO SMILE EMERGENCY P/SUPP,1.0,61.5,0,,GST,0.0,Job,,,,,
GENWEST ,,,,,,,,,,JTW100166,,2024-01-22T00:00:00,,249.15,LAB1,1 HOURS LABOUR,0.5,100.0,0,,GST,0.0,Job,,,,,
Mount Martha Yacht Club ,,,,,,,,,,JTW100167,,2024-01-23T00:00:00,,759.0,PFD04KB10,"SALTO DESFire 4K FOB, BLUE FRAME WHITE CENTRE PKT = 10",5.0,135.0,0,,GST,0.0,Job,,,,,
Mount Martha Yacht Club ,,,,,,,,,,JTW100167,,2024-01-23T00:00:00,,759.0,POST,POSTAGE,1.0,15.0,0,,GST,0.0,Job,,,,,
Mater Christi College,,,,,,,,,,JTW100168,,2024-01-23T00:00:00,,110.0,ONS1,"24/12/2023
Trigger : Multis on multis
O : 2200
F : 2216
D : 003385
R : AN EXTERNAL & INTERMEDIATE PATROL OF THE PREMISES, ALL APPEARS CORRECT & SECURE. NO SIGN OF DAMAGE OR OFFENCE. NO PERSON WAS SIGHTED, ALL ENTRIES LOCKED AND SECURE. DOCKET WAS RETAINED.",1.0,100.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,115.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,EB750Z00IMB56,SALTO XS4 ONE BLE ESCUTCHEON w/- Z LEVER (35-53mm) - IM & BLACK,8.0,969.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,PSPACEOPT0033,Bluenet option per door ,8.0,166.95,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,CL100B5002SC,CAVLOCK SL/DOOR LOCK CL100 CL100B5002 SC,3.0,264.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,ESCINSTALL ,SALTO ESCUTCHEON INSTALL,10.0,99.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,INSTALL,INSTALLATION FREASH FIT MORTISE LOCK TO ALUMINIUM DOOR,10.0,99.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100173,,2024-01-23T00:00:00,,13722.06,LAB1,VARIOUSE REPAIRS TO AUTO DOORS AND ALARM SYSTEM ,4.0,100.0,0,,GST,0.0,Job,,,,,
St Margarets Berwick ,,,,,,,,,,JTW100189,,2024-01-30T00:00:00,,88.0,ONS1,"Description
Alarm Responses
1/01/2024
Trigger : Multi in junior reception
O : 1340
F : 1354
D : Retained
R : External check conducted, no persons or vehicles onsite, no offences detected, all doors and windows are secured",1.0,80.0,0,,GST,0.0,Job,,,,,
Locksmith Services ,,,,,,,,,,JTW100190,,2024-01-30T00:00:00,,874.5,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Locksmith Services ,,,,,,,,,,JTW100190,,2024-01-30T00:00:00,,874.5,LAB1,1 HOURS LABOUR,5.0,100.0,0,,GST,0.0,Job,,,,,
Locksmith Services ,,,,,,,,,,JTW100190,,2024-01-30T00:00:00,,874.5,HIK-3E0109P-EMB,"Hikvision 8 Port Unmanaged PoE Switch, 8*100M, 1*100m Combo Port 802.3af/at",1.0,195.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,EB750Z00IMB565,SALTO XS4 ONE BLE ESCUTCHEON w/- Z LEVER (35-53mm) - IM & BLACK IP55,39.0,934.62,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,3582SC,LOCKWOOD PRIMARY LOCK 3582 SC (METAL),9.0,172.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,2.0,115.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,COPLEG65IM,"SALTO COVER PLATES SUIT XS4 ONE Ex7xx HANDLE RANGE, 65mm, SS FINISH (PAIR)",43.0,38.35,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,ESCINSTALL ,SALTO ESCUTCHEON INSTALL,45.0,80.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67, EB756Z00IMBB6,SALTO XS4 ONE BLE PRIVACY ESCUTCHEON w/- Z LEVER (40-45mm) IM & BLACK,1.0,1085.2,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,PSPACEOPT0033,Bluenet option per door ,45.0,166.95,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,GATEWAYW3CAUS,"SALTO BLUEnet WIRELESS GATEWAY AUS, PoE, WHITE",6.0,500.2,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,AHGATE,GATEWAY INSTALL ,6.0,189.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,RFNODE3,SALTO WIRELESS RF NODE suit BLE GATEWAYS,6.0,155.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,AHNODE,NODE INSTALL ,6.0,109.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,FITTINGS,CONNECTORS/CABLE/CONDUIT,1.0,800.0,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,UB150ZRIMBB6,SALTO XS4 BLE MINI AUS.MORTICE w/Z LEVER (32-50MM)IM & BLACK,7.0,699.34,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,INSTALL,"SALTO SOFTWARE AND PERIFERALS 

1 X SALTO ONLINE SOFTWARE 

1 X ALARM AND EVENTS ADD ON TO THE SOFTWARE 

1 X PORTABLE PROGRAMMER DEVICE 

1 X SALT CARD/FOB ENCODER 

50 X SALTO DESIFRE  ACCESS FOBS


****SERVER TO BE SUPPLIED BY SCHOOL CAN BE VM 
",1.0,6361.3,0,,GST,0.0,Job,,,,,
Heidelberg Primary School,,,,,,,,,,JTW100191,,2024-01-30T00:00:00,,77578.67,PFD04KB10,"SALTO DESFire 4K FOB, BLUE FRAME WHITE CENTRE PKT = 10",5.0,135.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100194,,2024-01-30T00:00:00,,261.8,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100194,,2024-01-30T00:00:00,,261.8,LAB1,1 HOURS LABOUR,0.5,100.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100194,,2024-01-30T00:00:00,,261.8,HF-2012J,"Honeywell Fire Smoke Detector, 12/24VDC, 4 Wire",1.0,88.0,0,,GST,0.0,Job,,,,,
Aquinas College,,,,,,,,,,JTW100195,,2024-01-30T00:00:00,,2142.18,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Aquinas College,,,,,,,,,,JTW100195,,2024-01-30T00:00:00,,2142.18,LAB1,1 HOURS LABOUR,2.0,100.0,0,,GST,0.0,Job,,,,,
Aquinas College,,,,,,,,,,JTW100195,,2024-01-30T00:00:00,,2142.18,E9CD0Z00IM4,SALTO DBLE READER EURO ESCUTCHEON w/- Z LEVERS,1.0,1647.44,0,,GST,0.0,Job,,,,,
MBE POINT COOK,,,,,,,,,,JTW100200,,2024-02-01T00:00:00,,45.1,P2GSM,GSM ALARM MONITORING,1.0,45.1,0,,GST,0.0,Job,,,,,
New Plumbing Solutions ,,,,,,,,,,JTW100201,,2024-02-01T00:00:00,,96.01,P2GSMDOM,GSM ALARM MONITORING NEW PLUMBLING SOLUTIONS - NORTHCOTE - MPATH-TM029683 MP-C-S-12HMULTIPATH COMMERCIAL SINGLE SIM P02 Since 18/03/2019,2.0,43.64,0,,GST,0.0,Job,,,,,
Ausgroup Alliance,,,,,,,,,,JTW100202,,2024-02-01T00:00:00,,49.5,P2GSMDOM,GSM ALARM MONITORING AUS GROUP ALLIANCE - KEYSBOROUGH MPATH-TM020005 MP-C-S-12H MULTIPATH COMMERCIAL SINGLE SIM P02 Since 26/09/2017,1.0,45.0,0,,GST,0.0,Job,,,,,
DINEAMIC,,,,,,,,,,JTW100203,,2024-02-01T00:00:00,,45.65,P2GSM,GSM ALARM MONITORING,1.0,41.5,0,,GST,0.0,Job,,,,,
Marcel Harvey,,,,,,,,,,JTW100204,,2024-02-01T00:00:00,,37.62,P2GSM,GSM ALARM MONITORING TEMPLESTOWE PA-R-20M PARADOX RESIDENTIAL  Since15/12/2016,1.0,34.2,0,,GST,0.0,Job,,,,,
Locksmith Services ,,,,,,,,,,JTW100205,,2024-02-01T00:00:00,,50.0,P2GSMDOM,GSM ALARM MONITORING  ELITE WAY  Since 05/04/2019,1.0,45.45,0,,GST,0.0,Job,,,,,
Wuzhong Albert Pty Ltd,,,,,,,,,,JTW100206,,2024-02-01T00:00:00,,50.6,P2GSMDOM,GSM ALARM MONITORING,1.0,46.0,0,,GST,0.0,Job,,,,,
Ultra Fine Foods Victoria Office,,,,,,,,,,JTW100207,,2024-02-01T00:00:00,,48.0,P2GSMDOM,GSM ALARM MONITORING,1.0,48.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100209,,2024-02-01T00:00:00,,209.0,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100209,,2024-02-01T00:00:00,,209.0,CLAB1,1 HOURS LABOUR,1.0,90.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100212,,2024-02-01T00:00:00,,167.75,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100212,,2024-02-01T00:00:00,,167.75,CLAB1,1 HOURS LABOUR,0.5,90.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100212,,2024-02-01T00:00:00,,167.75,AAA ,AAA Battery,3.0,2.5,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100215,,2024-02-01T00:00:00,,352.0,CARD - POLE CAM,SECURITY CAMERAS WEEKLY,4.0,80.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100216,,2024-02-01T00:00:00,,704.0,CARD - POLE CAM,SECURITY CAMERAS ,4.0,80.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100216,,2024-02-01T00:00:00,,704.0,CARD - POLE CAM,SECURITY CAMERAS ,4.0,80.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100217,,2024-02-01T00:00:00,,704.0,CARD - POLE CAM,SECURITY CAMERAS ,4.0,80.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100217,,2024-02-01T00:00:00,,704.0,CARD - POLE CAM,SECURITY CAMERAS ,4.0,80.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100218,,2024-02-01T00:00:00,,239.58,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,217.8,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100161,,2024-01-22T00:00:00,,1446.39,PCM01KB50,SALTO ISO MIFARE CARD 1K WHT Pkt=50,6.0,219.15,0,,GST,0.0,Job,,,,,
CHRIST CHURCH GRAMMAR SCHOOL,,,,,,,,,,JTW100162,,2024-01-22T00:00:00,,176.0,PFM01KB10,SALTO MIFARE 1K FOB BLU FRAME WHT CENTRE Pkt=10,1.0,160.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100184,,2024-01-29T00:00:00,,522.72,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,475.2,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100185,,2024-01-29T00:00:00,,203.28,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,184.8,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100187,,2024-01-29T00:00:00,,87.12,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,79.2,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100188,,2024-01-29T00:00:00,,159.72,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,145.2,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100175,,2024-01-28T00:00:00,,4258.1,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100175,,2024-01-28T00:00:00,,4258.1,DS-2CD2346G2-ISU/SL,DS-2CD2346G2-ISU/SL HIKVISION 6MP AcuSense Turret Network Camera 2.8mm Lens,3.0,295.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100175,,2024-01-28T00:00:00,,4258.1,DS-2CD1343G0-I-2.8-M,"HIKVISION6MP HD-IP Outdoor Turret camera, Metal, varifocal ",1.0,295.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100175,,2024-01-28T00:00:00,,4258.1, IR-995025,IR - Paradox RF Transceiver - 32-Zone / up to 2500 Fobs - RS485 LAN Module,1.0,733.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100175,,2024-01-28T00:00:00,,4258.1,PDX-PMD2P,Wireless Analogue Single-Optic Motion Detector with 18kg/40lb Pet Immunity,3.0,86.0,0,,GST,0.0,Job,,,,,
Mentone Grammar,,,,,,,,,,JTW100175,,2024-01-28T00:00:00,,4258.1,INSTALL,INSTALLATION ,1.0,1600.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,ONS1,STANDARD ONSITE CHARGE,1.0,100.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,INSTALL,INSTALLATION ,1.0,6000.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,3572SC,LOCKWOOD PRIMARY LOCK 3572 SC,10.0,115.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,UB150ZRIMBB6,SALTO XS4 BLE MINI AUS.MORTICE w/Z LEVER (32-50MM)IM & BLACK,9.0,699.34,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,EB750Z00IMB56,SALTO XS4 ONE BLE ESCUTCHEON w/- Z LEVER (35-53mm) - IM & BLACK,6.0,969.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,PSPACEOPT0033,Bluenet option per door ,15.0,166.95,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,SG-ML60,60mm' Backset MORTICE LOCK,3.0,78.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,ESCINSTALL ,SALTO ESCUTCHEON INSTALL,4.0,88.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,INSTALL,INSTALLATION MORTISE INTO ALUMINIUM ,2.0,110.0,0,,GST,0.0,Job,,,,,
Minaret College,,,,,,,,,,JTW100176,,2024-01-28T00:00:00,,27974.44,LAB1,"Attended Minaret College site as requested by James West
Meet with IT to get swipe cards
Located all DGPs & RASs on site
Disconnected LANs at each location
Traced LANs to understand Tecom LAN network
Confirmed short still present on RAS 6 in Building E Canteen store room
Cable between keypad and DGP 4 located in Building E Store Room needs to
be replaced to reinstate RAS 6
Also found short on LAN between D and Building H
Identified fault coming from Building H
Disconnected LAN within Building H
Identified short on Front Entry Keypad
Removed keypad
Tested cable, confirmed no shorts on cable
Tested keypad, found fault across LAN Pos and LAN Neg
Removed Keypad from Tecom LAN network
Reinstated a module at a time
Confirmed all DGPs & RASs back online and working
Advised PIR in Building H had been disconnected due to construction works
and cable location unknown
Identified missing PIR
Isolated cable at panel and resistored zone out at panel
Deprogrammed 3 Zones at Officer campus whilst on C",1.0,2763.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100178,,2024-01-29T00:00:00,,517.0,CARD - CAM DELIVERY,CARD - CAM RE LOCATION/DELIVERY,1.0,150.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100178,,2024-01-29T00:00:00,,517.0,CARD - POLE CAM,1 x Security Cameras (weekly) Kaduna Park,4.0,80.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100179,,2024-01-29T00:00:00,,116.16,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,105.6,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100180,,2024-01-29T00:00:00,,232.32,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,211.2,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100181,,2024-01-29T00:00:00,,145.2,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,132.0,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100182,,2024-01-29T00:00:00,,188.76,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,171.6,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100183,,2024-01-29T00:00:00,,464.64,SALTO-MAINT,SALTO ESCUTHEON BATTERY CHANGE AND MAINTENACE CHECK,1.0,422.4,0,,GST,0.0,Job,,,,,
Cardinia Shire Council,,,,,,,,,,JTW100224,,2024-02-04T00:00:00,,385.0,AFONS,AFTER HOURS ONSITE  CHARGE,1.0,230.0,0,,GST,0.0,Job,,,,,
